text,Status
@115921 Yes it does. You need to select the return journey then in the ticket flexibility menu you can select open return ^CB,TRUE
"@VirginTrains Thanks, see it now. Real shame about how poor the new App is though.",
@VirginTrains Hi- does the new app have an option to buy an open return?,
"@115922 Not at this stage sadly, but the some lines will reopen shortly so services will be on the move ^CB",TRUE
@VirginTrains Thanks,
@VirginTrains My daughter is on the Euston train stuck just outside Preston. Any timeframes for arrival?,
#VTNEW Due to the emergency services dealing with an incident at Preston all lines are closed.,
@115923 We don't have that information here I'm afraid Andy ^CB,TRUE
"@VirginTrains What are your targets for next season? I see your prices go up, so I assume you've set performance targets reflective of that.",
"@115923 These delays are out of our control, but we do work with Network Rail to try and reduce any problems ^CB",TRUE
"@VirginTrains Oh, that's nice. What are you doing about it? What are you targets next year?",
"@115923 I understand the frustration this causes, Andy ^CB",TRUE
"@VirginTrains Always some supposedly acceptable reason, yes I get that, but when one uses the trains every week and spends a lot of money, for it to be late regularly is just not acceptable.",
@115923 Sadly the service has been delayed due to a fault on the line ^CB,TRUE
@VirginTrains The 06:20 from Euston. Now I'm here waiting on the 19:00 from B'ham int. Also late.,TRUE
"@115923 Hi Andy, really sorry to hear this. Which service are you travelling on please? ^HP",TRUE
"@VirginTrains For at least the third time this year, I will miss the meeting I especially took the train for in the first place. So often late. No refund because it ""doesn't qualify"". Next season = car.",
@115924 Some lines will be reopening shortly so you'll get through but delays are expected ^CB,TRUE
"@VirginTrains Thanks, we are an hour away so fingers crossed!!",
@VirginTrains We are enroute to Preston Now from Euston. Will we have to wait it out?,
@115925 We're truly sorry to hear that. Please PM us more info so we can followup with you. ^VP,TRUE
I really hadthe WORST experience ever from start to finish with @SouthwestAir  will never fly internationally again with them,
"@115926 Happy HalloWN! Bottoms up, Risa! ^SL",TRUE
Celebrated Halloween on a @southwestair flight with my pumpkin spice @15890 and a delicious (free) @115927 O… https://t.co/GGPGaaFVq2 https://t.co/gnCxPEsaEv,
"@115928 We aim to please, Eric! Your love means the world to us, and we can't wait to share the skies with you again soon! ^MK",TRUE
Thanks to the wonderful @SouthwestAir crews of flights 1732 &amp; 560 for getting us from Sacramento to KC safe and sound! #YouRock,
@115929 Please DM us a picture of the error you're receiving. ^MA,TRUE
@SouthwestAir Its working again,
"@115929 Oh good! Happy to hear that, Jenessa. We hope to see you onboard soon! ^MA",TRUE
@SouthwestAir consider this your 1st reported error,
"@115929 Hm, we haven't had any reported errors lately. Have you tried accessing your RR account via a different browser? ^MA",TRUE
@SouthwestAir is down on the my account page 😑😑,
"@115930 Hi Simon! I’m sorry to hear this! Sounds like your account may have been compromised. I strongly advise you to contact our security teams &gt; https://t.co/hV7XdVcjA7 if you haven’t already done so, to make sure you do to ensure your account is fully secured. ^GR",TRUE
@AskeBay sure will do. Getting refunded by the sellers in the meantime.,
@115930 Thanks for the update Simon! Please let us know if there’s anything we can help you with! Have a great day! ^GR,TRUE
"Change your @115931 password and turn on two-step verification or else you, too, may receive a paypal receipt for a van reversing camera with a random delivery address in Walthamstow.",TRUE
"@115932 We love to give out free boos so much, we're basically ghosts! Happy HalloWN and bottoms up! ^SL",TRUE
Best part of my Halloween? Free drinks on all my @SouthwestAir flights for the holiday👻It’s spooktacular.,
@115933 That's music to our ears! They call us Southbest for a reason. ^SL,TRUE
"@SouthwestAir Me to! I'm super excited, get to try this entire trip all over again, and at least this time I know I'll have the best time due to y'all ☺️",
@115933 We've got the date circled on our calendar! Counting down the minutes until we can welcome you onboard. ^SL,TRUE
"@SouthwestAir You'll be seeing me at the end of this month for the concert I missed my flight for because of American Airlines, thank you again guys 💕",
@115933 We hope to see you onboard soon! ^MS,TRUE
"@SouthwestAir You guys are amazing, seriously thank you from the bottom of my heart!",
"@115933 We're a Customer Service Company that just happens to also fly airplanes, Heather. Thanks for sharing the love! ^NA",TRUE
"@SouthwestAir You guys helped me so much trying to get me on a flight that was not even through yours, amazing company, amazing people, thank you so much💕",
"@115933 Just 'cause you're not traveling with us doesn't mean we can't be there for you Heather! Glad we could help, and have a great weekend! ^SO",TRUE
@SouthwestAir helped me out to try to get through to my flight when my @AmericanAir didn't and my flight was with AA. Wow. Loss for words,
"@SouthwestAir yup all 400 errors, even turned off my ad blocker",
"@115934 Happy to take a look into this, Christine. Please DM us your confirmation number so we can follow up. ^MA",TRUE
@SouthwestAir Why would we be receiving errors when we try to check-in? Our flight takes off at 4 but we keep getting error messages...,
"@115935 HalloWN for the win! We sure enjoyed spending this spooky day with you, Abbye. ^MA",TRUE
"I’d fly @SouthwestAir any day of the year, but they make #Halloween really fun to travel on 🎃💀👻",
@115936 Hi. Sorry to hear the buyers have not followed through. Did you open an unpaid item claim? You can set buyer requirements which will block buyers who have strikes against them which will reduce this from happening. See here&gt; https://t.co/5GCQb0IEA0. Thanks ^SG,TRUE
EVERYTIME i sell something on @115937 @AskeBay the bid comes back as fraudulent and i have to repost.  7 days wasted.  I’m done.  Ugh.,.
"@115938 Hi there. Sorry to hear the item has not arrived. Is there tracking for the item? If not, I'd advise opening an item not received claim. You can learn more about that here&gt; https://t.co/0toc8cKSB0. Any other questions, let us know. ^SG",TRUE
"@AskeBay The item has been marked as delivered, and the system would not let me contact ebay customer service directly. It was not sellers fault, it was mismanaged somewhere between shipment and delivery. Still file a claim?",
@AskeBay Need to contact customer service directly. Please DM contact email for customer service,
"@115938 As the seller is responsible for the courier, they can claim for lost items from the courier. You still have to open a claim through eBay to be protected. Please follow the previous steps. We cant outbound DM. You can DM us if you have any other questions. ^SG",TRUE
"@AskeBay Ok, thank you for your help, I'll do that.",
"@115938 You're more than welcome. Any other questions, please dont hesitate to ask. Thanks ^SG",TRUE
"@AskeBay I have further questions about my eBay transaction- I DM'ed to explain, thanks",
@115938 Just responded a moment ago - thanks for your patience! ^TL,TRUE
@AskeBay Thanks!!,
@AskeBay Need further assistance about situation- I DMed the recap and update. Thanks in advance!,
"@AskeBay need assistance. Bought item, due to be delivered Saturday. Never received item, despite being marked as delivered. No response from seller, delivery services cannot assist with lost/missing package. Please advise.",
"@115939 Oh no! Any aspect about navigation that you find difficult? For now, the following guide may help: https://t.co/zS2PPOcsyE.",
@hulu_support Getting to the lists of episodes.  It’s not difficult.  Just way more annoying.  Plus you can’t see as many choices on screen at once.,
@115939 Apologies for the difficulties! That was definitely not our intention. We'll absolutely pass on your feedback to our developers.,
@hulu_support Thanks,
@hulu_support   @115940 my wife and I hate the new  interface.    Enjoy the content but getting their is a horrible experience,
"@115941 Sorry for the delay and trouble, Melanie! So we can get our team on this with you, please call using: https://t.co/LkhXOWWq74.",TRUE
@hulu_support Hi! Someone changed my password (hacked). Asked reset link x 3 over an hour ago - no email. Not in junk. What can I do?,
"@115942 If browsing from Home, press the option for more details &gt; go to the show page &gt; use the Episodes tab to browse/pick an ep.",
"@hulu_support @115942 I think we understand HOW it works, it's just frustrating that it USED to be much more user-friendly before this update.",
@115943 @hulu_support Yep. This,
@hulu_support It’s not intuitive. Takes me too long to find the episode I want instead of the episode presented to me.,
"@115942 We're sorry to hear this, Heather! Anything in particular about the new app that you find frustrating? We're here to help.",
@115944 @115940 Yep. Challenging. Frustrating. Things you don’t need when you’re just trying to watch Bob’s Burgers.,
@115942 @115940 It's....very challenging.,
I feel it’s important to remind @115940 that its new interface has made watching what you want to watch nearly impossible. Zero stars.,
"@115945 We'd hate to see you go! HDMI mirroring isn't supported at this time, but we'll be sure to share the interest in this w/our team",
@hulu_support Sounds like generic #yourenotgonnafixit replh,
"@115945 We can't make any promises about HDMI streaming, but rest assured that we care about your concerns and have shared the feedback.",
Love @115940 but lost home internet&amp; just learned can’t Mirror Hulu on iPad hdmi adapter. Wanted to get Hulu live. Guess I’ll have to cancel all of Hulu &amp; look at @115946 or something like that 😢 why #Hulu why???,
"@115947 You'll be glad to know that if you have a Spotify student account, you can get Hulu for free! https://t.co/dxpbd9X6kS. 🎶 💚 📺",
@115940 What if you do like @115948 and @115888 and have a student discount,
@115940 i am a college student why can’t i still use my Mom’s/family account while I’m away at college,
@115949 Hi there. Buses depart from the northern interchange at Reading. Phil.,
@GWRHelp Do u expect people to travel with a compass???,
"@115949 Head to the multi-storey car park, outside you will see a sign for rail replacement. Phil.",
@GWRHelp boarding the 22:45 from pad to swindon. Where in reading do I have to go for the bus?dont usually find staff to help!!!,
@115950 This is really concerning to us and we would love to help. Can you let us know what issues you are having with your connection. KB,
@sprintcare If it was concerning I wouldn’t have to be tweeting you so much over the last few years,
@sprintcare Well if you could fix your fucking potato towers out here in Albuquerque that would be a start. https://t.co/qyDs2dbgQI,
@115950 Hi there! Service issues huh? Let us take a look into this for you. Shoot us a DM to assist further. -JA,TRUE
@sprintcare Just fix it,
@115714 fuck you fix my connection,
@115712 Just click ‘Message’ at the top of your profile. We're always here and eager to assist.,
@sprintcare I've sent several private messages!!! and no one responds!,
@115712 Do you have a good contact number where you can be reached?,
@sprintcare I sent it twice now to apparently noone!,
@115714 @sprintcare how can I get in touch with someone that matters at Spring Corporate,
@115712 Do you have a good contact number where you can be reached? Please send through the private link.,
@115951 Get started here: https://t.co/dYSbRQ3CL0 Conversation will be continued in your secured web browser. -FR,TRUE
@115913 I'm a #TMobile customer getting the runaround from @115714 to unlock ported phones. Now my kids don't have phones 2nite. Help!,
@115951 Hello please go to the link I will need additional information to work on getting phones unlocked. -FR,TRUE
@115952 Hey we would love to further educate you on our amazing Sprint Flex Lease option. Send us a DM lets chat. -CW,TRUE
"@115714 After those 12 months, if you decided to upgrade what happens to the remaining 6 months if you’re on a 18 mo Flex lease like me?",
"Save big our best-selling phones, &amp; get FREE Upgrades to any phone after 12 consecutive on-time payments https://t.co/yvX1tLnLlZ",
"@115953 Hey Tayler, having service issues? Shoot us a DM for further assistance! -RW",TRUE
@115714 you wanna actually turn on your internet towers to work or nah?,
@115954 I can look into that for you. Can you please send me your account or phone number directly in a private message? ^AS,TRUE
@115955 I need you idiots to stop sending me to collections. YOU owed ME money. I owe you nothing. Get your shit together.,
@115956 I apologize. We're now following you. ^RR,TRUE
"@Ask_Spectrum You don’t follow me so I can’t never mind we’ll call but gotta say @11 was great, jury still out on @12",
@115956 OK. Please send a DM regarding this matter when you can. ^RR,TRUE
@Ask_Spectrum Will be happy to discuss my problem in DM but not thru link you sent,
@115956 My apologies for any issues you're currently having. I'd be happy to help anyway we can. Please DM your service p... https://t.co/pcCWPPfuNu,
"@Ask_Spectrum having trouble with a cable box, can you help?",
"@115718 I apologize. The number provided is not bringing up an account. Can you DM me your full address, please? -JB",TRUE
I’ll do it LIVE so there is no confusion. Paul Garrison 850.266.3576 https://t.co/5GI1Wh765p,TRUE
"@115957 ...products. By 2020, we'll make sure that our own packaging has been reduced by half compared to 2005. Reid 2/2",TRUE
@sainsburys what are you doing to reduce the use of single use plastic in the product lines you carry? #reducewaste,
@115958 True story! Thanks for stopping by – enjoy that burrito. -Becky,TRUE
don’t forget to cop your $3 @Chipotletweets burrito today ✨ https://t.co/Yho0pkQhbI,
@115959 You look WONDERful! Thanks for stopping by. -Becky,TRUE
Thanks @ChipotleTweets for the $3 burrito bowl! #halloweentreats https://t.co/wjIdjvNvti,
@115960 That doesn't look right. Please tell us more: https://t.co/Ax7W1Dx3Y9 -Becky,
@ChipotleTweets nope just laziness.,
@ChipotleTweets I didn't know my boy ordered half a bowl... #WheresTheRice? https://t.co/Qmqiy3nYIg,
@115961 The absolute best. What are you going to order? -Becky,TRUE
"@ChipotleTweets We got two burritos, chips and queso. 👍🏼",
@115961 Delish! Well played. -Becky,TRUE
Getting that 3 buck burrito from @ChipotleTweets is becoming a tradition on Halloween #thebest,
@115962 Shout out to you for stopping by! -Becky,TRUE
Shoutout to @ChipotleTweets for doing the $3 deal. 🙏🏼,
"@115963 Nothing but love for you, my friend. -Becky",TRUE
nothing but the most respect for @ChipotleTweets and this $3 BOOrito,
@115964 Creeeeepy. Thanks for stopping by! -Becky,TRUE
🎃Thanks @ChipotleTweets for my $3 burrito bowl 👻 tonight! https://t.co/gHVOXof7SG,
"@115965 We've turned it off since it's our annual Boorito promo, but it'll be back on tomorrow. -Becky",TRUE
"@ChipotleTweets cant order online, says ""cannot connect to chipotle supercomputer."" on the app.",
My food just ghosted… Spooky. https://t.co/sLNSNZPZYh,
@115966 So true. -Becky,TRUE
Going to @ChipotleTweets expecting a $3 boorito w/o wearing a costume is like going trick or treating w/o a costume &amp; expecting candy. #no,
@115967 So true! -Becky,TRUE
Halloween isn’t complete unless you get your @ChipotleTweets bowl with guacamole for $3 for wearing a costume! #buzzlightyear #halloween,
@115968 We dig it! Thanks for stopping by. Happy Halloween!,
Wore my @79588 hoodie to @ChipotleTweets w/whole family in costume &amp; it scored me my boo-rito bowl for $3 😄🎃 #ScientistForHalloween https://t.co/lqBOtbjAmL,
"@115969 It was my favorite, too. My apologies for any frustration. -Becky",TRUE
"@ChipotleTweets I'm not frustrated, just sad. But thanks for the compassion.",
"@115969 Of course, my friend. -Becky",TRUE
Hey @ChipotleTweets why don't you have chorizo anymore it was the best thing on the menu,
@115970 Yes! I love it. And Shawn's cards are the best. -Becky,TRUE
Oh what a Happy Halloween it is 🙌🏼 @ChipotleTweets https://t.co/UvC4oAnUwE,
@115971 Same! What's your go-to order? -Becky,TRUE
Boorito!!! One of my favorite Halloween traditions. ❤️👻✨🥑🌽🥗 @ChipotleTweets https://t.co/rLKJ3uvw7c,
@115972 Best day of the year! -Becky,TRUE
i just spent $3.00 even on a boorito from @ChipotleTweets 😍,
@115973 Thanks for stopping by! That's a great looking duo right there. -Becky,TRUE
"My favorite holiday... $3 booritos at Chipotyay! @chipotletweets 🎃🌯👻
#chipchiphooray #chipotyay… https://t.co/MC6QVqAt1z",
@115974 That doesn't sound right. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky,TRUE
I guess my soccer player costume wasn't good enough for a $3 burrito @ChipotleTweets,
"@115975 We shut it off for our Boorito promotion, but it'll be back on tomorrow. My apologies for any frustration. -Becky",TRUE
.@ChipotleTweets app doesn’t work anymore in the 6ix. Lame.,
"@115976 If it fits comfortably inside your meal, it'll be $3. -Becky",TRUE
@ChipotleTweets aye can i do double meat for my boorito and still only pay $3?,
"@115977 If all goes to plan, we should be open on Friday! -Becky",TRUE
@ChipotleTweets Woohoo! I'm gonna be first in line. 😄,
"@115977 Yeah, buddy! Send us a pic, for sure. -Becky",TRUE
@ChipotleTweets Hey! Did things go to plan? Just checking if your W. Broadway location in Vancouver is open today...,
"@115977 From what I see, we're good to go. -Tay",TRUE
Hey @ChipotleTweets! Any word on when your 532 W. Broadway location in Vancouver will open? Can't wait any more!! #YVRfood #lunchtime,TRUE
@115978 Oh noooo! Why not this year? -Becky,TRUE
"@ChipotleTweets No costume, Becky. No one wanted to be Shrek with me. Tis a sad, sad Tuesday☹️",TRUE
"@115978 Sad, indeed. I still think you should come in! -Becky",TRUE
I think this is the first time since its birth that I haven’t gone to @ChipotleTweets on Halloween for my annual boorito 😞,
@115979 That shouldn't be happening. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky,TRUE
When you go to @ChipotleTweets dressed as a soccer player and don't get 3$ burritos,
@115980 😳 -Becky,TRUE
@ChipotleTweets Pray for me Becky,TRUE
@115980 🙏 -Becky,TRUE
It's Halloween and my total at @ChipotleTweets was $6.66.....,
@115981 See I think that means your family loves you. -Becky,TRUE
I think my family hates me! They made me get @ChipotleTweets on Halloween! #3dollarburrito,
@115982 That sounds so epic. -Becky,TRUE
@ChipotleTweets it was becky it was.,
i just walked into @ChipotleTweets wearing my mermaid man costume to get a $3 burrito &amp; I’ve never felt more alive,
@115983 Agreed. -Becky,TRUE
If you don't pull out that old costume and get a $3 burrito from @ChipotleTweets you are crazy.,
"@115984 Nicely done! Your makeup is on point, my friend. -Becky",TRUE
Looking to get a @ChipotleTweets burrito for $3 🌯💀 https://t.co/6xGry0hKUC,
"@115985 Thanks for the shout out, and thanks for stopping by! -Becky",TRUE
A burrito bowl from @ChipotleTweets for just $3...heck yes!! From now till close go in w/ your Halloween costume and get the deal. #12News https://t.co/3LgsDiLruM,
@115986 That's definitely unBOOlievable. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky,TRUE
"@ChipotleTweets Thanks, Becky! We were able to go back to Chipotle at 4pm and got our BOOritos.",TRUE
@115986 We appreciate you coming back! -Becky,TRUE
@ChipotleTweets Just got ghosted by Chipotle :( Went in at 3pm and was told we had to wait another hour for #BOOritos! UnBOOlievable.,
"@115987 As long as it fits comfortably inside your meal, it's $3. -Becky",TRUE
"@ChipotleTweets is extra meat, guac, and queso included in the boorito?",
"@115988 Does this bill say Final Bill?
^ACM",
@VerizonSupport no! it just says amount due $27.04,
"@115988 Can you please follow and DM us. 
^ACM",
@VerizonSupport All outstanding dues before 20th sept has been paid off,
Why am I still receiving a bill for oct when I disconnected by account on sept 20th? pls advise &amp; reverse the charges. @115722,
"@115989 We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. They will be in touch. 
^HSB",
"@VerizonSupport ever since I upgraded to Ulimited Data, my LTE speeds are TERRIBLE 😡 Is there a fix?!",
"@115991 We can help right here. Follow and DM us.
^JAY",
@verizonsupport why tf does my internet keep going down this is bullshit,
@115992 Hello! Thank you for reaching out to us. Send us a DM for further assistance. ^ML,TRUE
@115993 @AskPayPal “If I don’t provide the required information by 15 Feb 1970” https://t.co/zTVGb15FH6,
@115994 Glad we could help you out! :D ^DP,TRUE
THANK YOU!!! @ASKPAYPAL YOU ARE A REAL MVP!!!,
@115995 Hi there! Please send me a DM! ^RA,TRUE
@115996 can you please help me recovering my hard earned money i lost in a cyber crime on @115993 . PayPal case ID is PP-006-234-348-863,TRUE
"@115997 I've just responded to your DM, please check your inbox at your earliest convenience. Thank you for your patience! ^KT",TRUE
"@AskPayPal Hello, I'd like to add tracking info to my invoice but the ""Add tracking info"" link always lead to blank page. Please help.",
"@115998 Hi there, we've replied to your DM! ^RA",TRUE
@115993 are you kidding me with this customer service! It’s terrible.,
@115999 I am sorry to hear about this trouble you are running into. Please send me a DM and I can help you further. ^GA,TRUE
"@AskPayPal I set up a paypal account before i was 18. Fair play, my bad. Was wondering if i could shut down the account so i can restart it now im 18?",
"@115999 Sadly we cannot close this account until you are 18, but we can close this account once you are 18 and you can op... https://t.co/hIEXXEzY1f",
@AskPayPal I am 18,
@115999 Sorry for the confusion. Please DM me and I can help you. ^GA,TRUE
@AskPayPal i have a serious problem i need help with.,
@116000 I am sorry to hear about this trouble with accessing your account. Please send me a DM and I can help you further. ^GA,TRUE
@AskPayPal Been locked out of my account for 2 hrs. 2 different agents have “reset my account for me” &amp; still no dice as soon as they get off phone,
"Good morning, a @AskPayPal customer service rep just made me cry.",
@116001 Glad to help! We have sent you a DM looking forward help you?,
@AskPlayStation can you dm me I have a question,
"@116002 Hi there, Sorry to hear that, Are you getting an error message or an error code, Let us know more details please?",
@AskPlayStation It’s ok I fixed it thanks,
"@116002 Glad to hear that, Feel free to message us again here if you need help.",
@AskPlayStation but out of the games the buttons work solutions?,
@AskPlayStation My PS4 lets me load up games but then I can’t do anything in them eg Fortnite can’t press X to continue,
@116003 Lamentamos el inconveniente. Por favor siguenos en Twitter para brindarte asistencia por mensajes directos.,
"@AskPlayStation compre una tarjeta de 50$, la metí y no se me acreditaron los 50$, me sale que revise los términos. ¿Que hago?",
"@116004 Very odd. Please turn off the console and disconnect all the cables from it for 3 minutes, then try again.",
Yo my PS4 has been turning on by itself recently and constantly ejecting the game disc that's in. What the heck is going on? @AskPlayStation,
@116005 Glad to help! We have sent you a Direct Message via Twitter with further instructions.,
@AskPlayStation My account is telling me to reset my password but i dont know my date of birth but i know my password for the account. help,
"@116006 Hi there, Have you tried accessing this content from your download queue: https://t.co/lyTEIVBTBn
Let us know the results.",
"@AskPlayStation my psn id quochuy046, can you help me? Or can I email someone a try for help? live chat on web block me? wtf?",TRUE
"@AskPlayStation I have followed your instructions, but not, my ps4 has set up automatic download, and find in library there is no diablo 3 nercromancer",
"@AskPlayStation  i have bought dlc diablo 3 necromancer and hav phys disc D3 ROS but when i click necromaner pack on game , dont download https://t.co/JDdn50e0wo",
@116007 Please check your DM's for more instructions.,
"@AskPlayStation Less a billing issue (I updated the exp date in acct), more ps+ wasn't able to renew. How do i make sure it stays current/not lose anything?",
"@116007 Sorry to hear that! For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n",
"@AskPlayStation not sure why my CC in my acct had an incorrect date, but my renewal for ps+ failed. How can I correct this?",
"@116008 Hi there! For assistance please follow us and send us a Direct Message, we look forward to your reply.",
@AskPlayStation please help,
@AskPlayStation hi I accidentally bought a psp game on the PlayStation store thinking it was for ps3. I don’t have a psp. can I return it?,
@116009 Glad to help!  Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions.,
I preordered the standard edition of cod ww2. Can I change it to deluxe edition somehow @AskPlayStation,
@116010 Sorry to read that. Please check your DMs for assistance.,
@AskPlayStation someone got to my account and changed the email,
"@116011 To better assist you, click on the option below and reply. Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1",TRUE
@HPSupport [Laserjet Pro M102w will not print. Drivers install and windows finds printer but I get an error] #hpcswus #hpprnt,
"@116011 Hey Jacob, I'm here to help! Let's run print and scan doctor: https://t.co/EaeoxKeULN ...1/2",
@116012 below and reply. Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1,
@HPSupport Im sending my notebook in for hard drive replacement. Is it alright if I format the drive to factory defaul first? #hpcswus #hppc,
@116013 Fill the web form using this link to reach them- https://t.co/0jQc5ucYzc Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1,TRUE
@HPSupport I would like to speak to a technician #hpsa #hpprnt,
"@116013 Hey Daniel, I'm here to help! If you wish to speak to someone then you need to contact HP phone support. ...1/2",TRUE
@116014 2/2 to the merchant's site to make the purchase. ^BG,TRUE
"@ChaseSupport Sounds good, thanks!",
Hi @ChaseSupport do I have to go through the Chase Online Ultimate Rewards webpage to get the extra cash back when I shop?,
"@116014 1/2 Hello, in order to get the cash back, you'll need to click the link from the Ultimate Rewards website. You'll be routed",
"@116015 We appreciate the kind words. If you have questions or concerns, please let us know. We're here to help. ^CR",TRUE
"I've had some ups and downs from banking with Chase, but lately they've been really good to me. So shoutout to you @116016 👏✊",
@116017 I’d like to review this further for you. Could you please DM your name &amp; zip code? ^BG https://t.co/znUu1VJn9r,
Hey @116016 we're gonna need to talk about all these pending charges that keep going through my account 5 days after the transaction was made.... I'm getting real irritated.,
@116018 We're glad we were able to help! ^JG,TRUE
"@ChaseSupport Just got off the phone with them, you guys were great!",
@116018 Aw! It's our pleasure to help. Let us know if we can be of additional assistance. ^JG,TRUE
@ChaseSupport Thanks guys!,
@116018 We would be happy to look into this for you. Could you DM your name and zip code? ^JG https://t.co/znUu1VJn9r,
"@ChaseSupport I couldn't find an e-mail online. You have my apartment address but not my number, how can I update that to ensure the card gets to me?",
"@ChaseSupport I applied for a credit card and but i was never asked for my apt #, tried calling but couldn't get past your automated system.",
"@116019 Hello, this does not sound good.  Can you DM the account name and complete service address? We would like to help.  -Dan",TRUE
@CoxHelp Had to push hard but finally got a team lead to reach out to on-call tech. Outage issue solved; #CSIssue not #CSFail,
Next day turnaround on an outage issue? @CoxHelp for the #CSFail when it comes to dealing with outages #CSFail #OutageProbs,
"@116020 Hi 🎃 Fɍ1sꝀɇNsŦɇƗn 👻, please DM account info including street address so we can look into this.  -Greg https://t.co/ovAKPb0TYC",
@CoxHelp It needs to be fixed. Permanently. Now.,
@116020 I don't want you to feel this way. What's going on? -Colleen,TRUE
"So @116021 is back fucking me again with my BUSINESS plan internet.

Super cool company.

I don't recommend.",
"@116022 Hello, this does not sound good.  Can you DM the account name and complete service address? We would like to help.  -Dan",TRUE
I’d like at least one month to go by where I don’t have to say how crappy the service is with @116021 in #Vegas &amp; how much I despise them,
"@116023 Hi Jean-Claude, I hope you do not have any service interruptions. If you need assistance, reach out to us. -Mike",TRUE
@CoxHelp I just did.,
"@116023 Hi, the outage is still open in your area and working to get it restored as quickly as possible. Thanks for your patience. -Mary",TRUE
@CoxHelp Been lookong forward to binge on #StrangerThingsSeason2 just hope we have internet. a lot of outages in the neighborhood lately.,
@116024 Okay great! If you have any further concerns please reach out to us. -Xavier,TRUE
"@116021 Seems like my problem has been resolved, the technicians you sent to the house were very capable and surpassed expectations",
@116025 Have you asked the seller yet where it is? See https://t.co/n4jUdNSd5z as they may be able to help out! ^D,
@AskeBay I have contacted seller but my question to you is when will I receive my product. Your customer service says may be the awb no.  is wrong.,
@AskeBay I don't care about that I want my product. . I wish I had not opted ebay.but in future I am not going to choose eBay . Because Its the worst,
"@116025 The seller should have delivered it by then, but as you don't have it just see https://t.co/Yh3pSrspGY if the seller can't help! ^D",
@AskeBay I haven't received it as of yet. And I have a contract with you for the delivery of product not with seller.,
"@AskeBay So, instead of telling me to contact the seller you guys should contact the seller.",
"@116025 The contract is between you and the seller! They shipped it, but we protect you if you didn't get it if you open a case. ^D",
@AskeBay I haven't received anything as of yet. I'll contact seller tomorrow morning. But your service is pathetic.,
@116025 Did you view our link? We can give a refund if you don't get it! Just look at our guarantee for steps on activating it. ^D,
@AskeBay I would appreciate that I got the refund of my previous damaged product from eBay. But where are the timelines for delivery.,
@AskeBay The email address associated with my account is __email__ .,
@AskeBay I'm not looking for the refund. Just check my account and you would yourself condemn your service and worst packing .,
@AskeBay And I haven't received it yet so in layman terms you can say I'm Waiting for it from 9th of Oct. How much time can I wait.,TRUE
@AskeBay and so you have provided me the refund for that. But as I was mad about this product so I ordered the same product on 21st .,
@AskeBay I am looking for the product. Let me tell you something. I bought a similar product on 9th of this month. But that was damaged  .,TRUE
"@116025 If you still can't see this, please DM us your full name, Zip code &amp; item number &amp; we'll advise on this date for you. 2/2^ML",TRUE
@AskeBay And check with your team. Or else keep my fucking money as you guys have stressed me out. ?@61113,
@AskeBay @2598 kindly check the above message and do the needful for your worst service.,
@116025 Thank you for your reply. The estimate delivery date for this order will be available to view in your ‘Purchase History’.1/2,
"@115937 Estimated delivery Wed, 25 Oct - Fri, 27 Oct
You have paid using PaisaPay on 21/10/17. 
but i havent received it yet on 1/11/17.",
@116026 You can always open a claim https://t.co/xlN11csEfc to get the ball rolling on that coverage! ^BB,TRUE
@AskeBay I did that they closed my case have I lost £120 pounds now because of eBay theft and eBay does not care,
@116026 Well I would be more than happy to take a look at that claim for you. Could you DM us with more details please? ^BB,TRUE
@AskeBay The delivery company is saying they delivered it to my street won't give address the seller is saying she has proof but no one will show me,
@116026 Hey James - Could you send us a DM with all the information so we can look into that for you? ^BB,TRUE
@AskeBay what option do I have if I bought something on eBay and wasn't delivered and eBay closed my claim to get the money back?,
@116027 On a desktop go to item page (view item) &gt; Manage Offers &gt; Change offer settings. You can get that going here. ^CC,TRUE
@AskeBay How do I setup automatic declines? Its not listed in your help centre and I’m struggling to find the settings,
@116027 This is to help sell your items. Be sure to set up Automatic Decline in your settings so you don't have to see low offers. ^CC,TRUE
@AskeBay can you remove the best offer facility from buy it now items?? I am selling items that I do not wish to offer ‘best offer’,
@116028 ...Cancel Dropbox Business. Hope this helps take care of things for you. 😊 2/2,
@116029 How can I change my work Dropbox account back to a personal account? I tested the trial version now I want my account to be personal again.,
We’re excited to announce the University of Cambridge is using Dropbox Business to power collaboration. https://t.co/SBIyDSyCDK https://t.co/3f69m3x5gF,
"@116030 Hey Justin, apologies for the delay, are you still unable to access the eBook? https://t.co/XvZzHN3eu0 Let us know, thanks!",TRUE
@116029 FYI was on your solutions/marketing of DB Business and noticed the read the eBook link is broken... https://t.co/aRWCfgYMoO,
"@116031 We understand, and we’ve added your comments to your suggestion. Cheers!",
"@DropboxSupport Please do! “As a user, I would like to hide irrelevant or old contacts from suggestions, in order to make room for relevant ones.” :)",
